Country,Countrycode3,Countrycode2,Year,Population,Incomegroup,Mean,Median,Gini,Source,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Q1,Q2,Q3,Q4,Q5,P5,P95,Revision,Quality,Source_Comments,Region,Region_sub,Currency,Reference_Period,Welfaredefn,IncSharU,UofAnala,Equivsc,AreaCovr,PopCovr,AgeCovr,EU,OECD,Year_cat,Welfaredefn_new,Equivsc_new,AgeCovr_new,AreaCovr_new,PopCovr_new,IncSharU_new,UofAnala_new,Exchangerate,Mean_usd,Median_usd
Luxembourg,LUX,LU,2000,0.436107,High income: OECD,25353,22112,26,European Commission 2005,4,6,7,7,8,9,11,12,14,22,10,14,17,23,36,,,,High,European Community Household Panel Survey,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,1.085400833,23358.189453125,20372.19921875
Luxembourg,LUX,LU,2000,0.436107,High income: OECD,1187265,1043876,26.2,Luxembourg Income Study (LIS) 2016,4.13,5.45,6.6,7.47,8.22,9.37,10.73,12.12,14.48,21.45,9.58,14.07,17.59,22.85,35.93,1.8,12.44,New 2017,High,,Europe,Western Europe,Luxembourg Franc (historic),Year,"Income, net",Household,Person,"Household eq, sqrt (not adult eq)",All,All,All,EU,OECD,2000-2009,"Income, disposable",Other,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2001,0.440198,High income: OECD,26360,23105,27,European Commission 2005,4,6,7,7,8,9,11,12,15,22,10,14,17,23,37,,,,High,European Community Household Panel Survey,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,1.11751,23588.16015625,20675.4296875
Luxembourg,LUX,LU,2001,0.440198,High income: OECD,31057,27541,26.1,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,"Income, net",Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2003,0.447321,High income: OECD,29669,25780,27.6,Eurostat,3.6,5.6,6.6,7.4,8.3,9.2,10.3,11.8,14.3,22.9,9.2,14.1,17.5,22.2,37.2,1.3,14,,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.886034167,33485.16015625,29095.939453125
Luxembourg,LUX,LU,2004,0.451826,High income: OECD,30433,26941,26.5,Eurostat,3.6,5.6,6.7,7.6,8.4,9.4,10.6,11.8,14.6,21.7,9.2,14.3,17.8,22.4,36.2,1.3,13,,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.805365,37787.83984375,33451.91015625
Luxembourg,LUX,LU,2004,0.451826,High income: OECD,36449,32398,27,Luxembourg Income Study (LIS) 2016,3.67,5.41,6.71,7.3,8.55,9.38,10.63,12.01,14.35,21.98,9.08,14.01,17.93,22.64,36.33,1.51,13.06,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, sqrt (not adult eq)",All,All,All,EU,OECD,2000-2009,"Income, disposable",Other,All,All,All,Household,Person,0.805365,45257.73828125,40227.71875
Luxembourg,LUX,LU,2004,0.451826,High income: OECD,34968,31574,25.8,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,"Income, net",Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2004,0.451826,High income: OECD,28918,,45.4,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,Market income,Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, gross",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2004,0.451826,High income: OECD,25694.4,22112.04,30.25,World Bank 2016,3.28,4.97,6.06,7.1,8.07,9.16,10.39,12.23,15.01,23.74,8.25,13.16,17.23,22.62,38.75,,,New 2017,Average,PovcalNet,Europe,Western Europe,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,EU,OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Luxembourg,LUX,LU,2005,0.457847,High income: OECD,31828,28396,26.5,Eurostat,3.7,5.6,6.7,7.6,8.4,9.4,10.5,12.1,14.4,21.6,9.3,14.2,17.9,22.6,36,1.5,12.8,,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.80412,39581.16015625,35313.140625
Luxembourg,LUX,LU,2005,0.457847,High income: OECD,36613,32418,27.7,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,"Income, net",Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2005,0.457847,High income: OECD,31887,,46.7,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,Market income,Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, gross",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2005,0.457847,High income: OECD,26512.08,22806.36,31.11,World Bank 2016,3.07,4.91,6.05,6.98,8.02,9.09,10.27,12.07,15.13,24.4,7.98,13.03,17.11,22.34,39.53,,,New 2017,Average,PovcalNet,Europe,Western Europe,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,EU,OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Luxembourg,LUX,LU,2006,0.465546,High income: OECD,33228,29480,27.8,Eurostat 2016,3.4,5.4,6.5,7.5,8.3,9.4,10.5,11.7,14.3,22.9,8.9,14,17.8,22.2,37.2,1.3,13.7,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.797140833,41683.98046875,36982.171875
Luxembourg,LUX,LU,2006,0.465546,High income: OECD,37588,33110,27.3,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,"Income, net",Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2006,0.465546,High income: OECD,32889,,46,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,Market income,Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, gross",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2006,0.465546,High income: OECD,26265,22372.56,30.96,World Bank 2016,3.33,4.85,5.92,6.96,7.99,9.11,10.34,12.04,15.12,24.33,8.18,12.88,17.1,22.38,39.45,,,New 2017,Average,PovcalNet,Europe,Western Europe,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,EU,OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Luxembourg,LUX,LU,2007,0.474705,High income: OECD,34223,29892,27.4,Eurostat 2016,3.8,5.3,6.5,7.4,8.3,9.3,10.6,12,14.4,22.3,9.1,13.9,17.6,22.6,36.8,1.6,13.5,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.7306375,46839.921875,40912.21875
Luxembourg,LUX,LU,2007,0.474705,High income: OECD,39353,34662,27.7,Luxembourg Income Study (LIS) 2016,3.76,5.3,6.51,7.36,8.3,9.34,10.45,11.83,14.4,22.75,9.06,13.87,17.64,22.28,37.15,1.53,14.01,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, sqrt (not adult eq)",All,All,All,EU,OECD,2000-2009,"Income, disposable",Other,All,All,All,Household,Person,0.7306375,53861.1796875,47440.76171875
Luxembourg,LUX,LU,2007,0.474705,High income: OECD,38831,34038,27.3,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,"Income, net",Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2007,0.474705,High income: OECD,34118,,45.5,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,Market income,Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, gross",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2007,0.474705,High income: OECD,26571.96,22740.96,31.28,World Bank 2016,3.26,4.9,5.95,6.93,8,9.02,10.22,11.98,14.66,25.09,8.16,12.88,17.02,22.2,39.75,,,New 2017,Average,PovcalNet,Europe,Western Europe,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,EU,OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Luxembourg,LUX,LU,2008,0.485079,High income: OECD,35448,30917,27.7,Eurostat 2016,3.7,5.3,6.6,7.4,8.2,9.2,10.5,11.8,14.1,23.1,9.1,14,17.4,22.3,37.2,1.5,14.2,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.682674711,51925.171875,45288.0390625
Luxembourg,LUX,LU,2008,0.485079,High income: OECD,40055,35044,28.8,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,"Income, net",Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2008,0.485079,High income: OECD,34575,,48.2,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,Market income,Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, gross",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2008,0.485079,High income: OECD,26519.4,21938.16,32.61,World Bank 2016,3.13,4.62,5.77,6.85,7.83,8.87,10.16,12,15.01,25.77,7.75,12.62,16.7,22.16,40.78,,,New 2017,Average,PovcalNet,Europe,Western Europe,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,EU,OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Luxembourg,LUX,LU,2009,0.496257,High income: OECD,36475,31764,29.2,Eurostat 2016,3.6,5.3,6.2,7.2,8.2,9.2,10.4,11.8,14.3,23.9,8.8,13.4,17.4,22.2,38.2,1.5,15.1,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.71984336,50670.75,44126.26953125
Luxembourg,LUX,LU,2009,0.496257,High income: OECD,40424,35538,27.6,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,"Income, net",Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2009,0.496257,High income: OECD,34447,,47.7,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,Market income,Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2000-2009,"Income, gross",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2009,0.496257,High income: OECD,26343.48,22817.64,31.53,World Bank 2016,3.09,4.67,5.81,6.9,8.01,9.25,10.58,12.41,15.04,24.24,7.76,12.71,17.26,22.99,39.28,,,New 2017,Average,PovcalNet,Europe,Western Europe,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,EU,OECD,2000-2009,Other,Household per capita,All,All,All,Household,Person,1,,
Luxembourg,LUX,LU,2010,0.507889,High income: OECD,36410,32333,27.9,Eurostat 2016,3.6,5.3,6.3,7.2,8.3,9.4,10.7,12.3,14.4,22.3,9,13.5,17.8,23,36.7,1.4,13.5,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.755044952,48222.2890625,42822.62109375
Luxembourg,LUX,LU,2010,0.507889,High income: OECD,41086,36376,27.1,Luxembourg Income Study (LIS) 2016,3.78,5.42,6.4,7.32,8.31,9.47,10.83,12.34,14.59,21.52,9.2,13.72,17.78,23.17,36.11,1.53,12.94,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, sqrt (not adult eq)",All,All,All,EU,OECD,2010-2015,"Income, disposable",Other,All,All,All,Household,Person,0.755044952,54415.30078125,48177.26953125
Luxembourg,LUX,LU,2010,0.507889,High income: OECD,40653,36172,27,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,"Income, net",Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2010,0.507889,High income: OECD,34485,,46.4,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,Current prices,Europe,Western Europe,,,Market income,Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2010-2015,"Income, gross",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2010,0.507889,High income: OECD,25841.76,22282.68,30.9,World Bank 2016,3.07,4.82,5.91,7.01,8.11,9.25,10.58,12.35,15.09,23.81,7.89,12.92,17.36,22.93,38.9,,,New 2017,Average,PovcalNet,Europe,Western Europe,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,EU,OECD,2010-2015,Other,Household per capita,All,All,All,Household,Person,1,,
Luxembourg,LUX,LU,2011,0.519981,High income: OECD,36662,32538,27.2,Eurostat 2016,3.7,5.4,6.4,7.4,8.4,9.5,10.8,12.3,14.5,21.7,9.1,13.7,17.8,23.1,36.2,1.5,13,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.719355254,50965.078125,45232.171875
Luxembourg,LUX,LU,2011,0.519981,High income: OECD,,,27.6,OECD StatExtract,,,,,,,,,,,,,,,,,,New 2013,High,,Europe,Western Europe,,,"Income, net",Household,Person,"Household eq, sqrt",All,All,All,EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,,,
Luxembourg,LUX,LU,2011,0.519981,High income: OECD,25544.52,21809.76,32.42,World Bank 2016,2.97,4.55,5.67,6.71,7.95,9.13,10.54,12.47,15.5,24.51,7.52,12.38,17.08,23.01,40.01,,,New 2017,Average,PovcalNet,Europe,Western Europe,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,EU,OECD,2010-2015,Other,Household per capita,All,All,All,Household,Person,1,,
Luxembourg,LUX,LU,2012,0.532479,High income: OECD,36925,32779,28,Eurostat 2016,3.6,5.3,6.3,7.2,8.3,9.4,10.7,12.3,14.7,22.2,8.9,13.5,17.7,23,36.9,1.4,13.4,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.778293601,47443.5390625,42116.5
Luxembourg,LUX,LU,2012,0.532479,High income: OECD,25860,21153.72,34.79,World Bank 2016,2.72,4.34,5.34,6.47,7.62,8.89,10.34,12.42,15.39,26.47,7.06,11.81,16.51,22.76,41.86,,,New 2017,Average,PovcalNet,Europe,Western Europe,US$2011PPP,Year,Income,Household,Person,Per capita,All,All,All,EU,OECD,2010-2015,Other,Household per capita,All,All,All,Household,Person,1,,
Luxembourg,LUX,LU,2013,0.544885,High income: OECD,38442,33301,30.4,Eurostat 2016,3.3,5.2,6,7,8,9.2,10.4,12.1,14.6,24.2,8.4,13,17.3,22.5,38.8,1.2,15.3,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.7531591826,51041,44215.08984375
Luxembourg,LUX,LU,2013,0.544885,High income: OECD,43238,38502,28.4,Luxembourg Income Study (LIS) 2016,3.34,5.18,6.27,7.39,8.37,9.46,10.72,12.42,14.67,22.18,8.52,13.66,17.83,23.14,36.85,1.24,13.2,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, sqrt (not adult eq)",All,All,All,EU,OECD,2010-2015,"Income, disposable",Other,All,All,All,Household,Person,0.7531591826,57408.8515625,51120.671875
Luxembourg,LUX,LU,2014,0.556573,High income: OECD,38555,34320,28.7,Eurostat 2016,3.1,5.2,6.3,7.4,8.3,9.5,10.7,12.5,14.6,22.4,8.4,13.7,17.8,23.2,37,1.2,13.2,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.753730737,51152.21875,45533.5
Luxembourg,LUX,LU,2015,,High income: OECD,39707,35270,28.5,Eurostat 2016,3.5,5.3,6.3,7.3,8.3,9.4,10.6,12.2,14.5,22.7,8.8,13.6,17.7,22.8,37.2,1.2,14.1,New 2017,High,,Europe,Western Europe,Euros,Year,"Income, net",Household,Person,"Household eq, OECDmod",All,All,All,EU,OECD,2010-2015,"Income, disposable",Household adult equiv,All,All,All,Household,Person,0.90130689,44054.921875,39132.0703125
"Macedonia, former Yugoslav Republic of",MKD,MK,1989,1.863007,Upper middle income,,,32.2,Transmonee 1999,,,,,,,,,,,,,,,,,,,Average,,Europe,Southern Europe,,,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1980-1989,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
"Macedonia, former Yugoslav Republic of",MKD,MK,1990,1.996227,Upper middle income,,,34.9,Transmonee 1999,,,,,,,,,,,,,,,,,,,Average,,Europe,Southern Europe,,,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,,,
"Macedonia, former Yugoslav Republic of",MKD,MK,1990,1.996227,Upper middle income,,,22.3,Transmonee 2004,,,,,,,,,,,,,,,,,,,Average,,Europe,Southern Europe,,,"Earnings, net",Person,Person,No adjustment,All,Employed,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Without adjustment,All,All,Employed+Others,Person,Person,,,
"Macedonia, former Yugoslav Republic of",MKD,MK,1991,1.988458,Upper middle income,,,26.7,Transmonee 2004,,,,,,,,,,,,,,,,,,,Average,,Europe,Southern Europe,,,"Earnings, net",Person,Person,No adjustment,All,Employed,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Without adjustment,All,All,Employed+Others,Person,Person,,,
"Macedonia, former Yugoslav Republic of",MKD,MK,1992,1.977033,Upper middle income,,,23.5,Transmonee 2004,,,,,,,,,,,,,,,,,,,Average,,Europe,Southern Europe,,,"Earnings, net",Person,Person,No adjustment,All,Employed,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Without adjustment,All,All,Employed+Others,Person,Person,,,
"Macedonia, former Yugoslav Republic of",MKD,MK,1993,1.964924,Upper middle income,,,27.2,Transmonee 2004,,,,,,,,,,,,,,,,,,,Average,,Europe,Southern Europe,,,"Earnings, net",Person,Person,No adjustment,All,Employed,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Without adjustment,All,All,Employed+Others,Person,Person,,,
"Macedonia, former Yugoslav Republic of",MKD,MK,1994,1.956165,Upper middle income,,,25.3,Transmonee 2004,,,,,,,,,,,,,,,,,,,Average,,Europe,Southern Europe,,,"Earnings, net",Person,Person,No adjustment,All,Employed,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Without adjustment,All,All,Employed+Others,Person,Person,,,
"Macedonia, former Yugoslav Republic of",MKD,MK,1994,1.956165,Upper middle income,52244.4,,27.3,Transmonee 2011,1.59,3.24,5,6.75,8.79,10.19,12.35,14.17,16.91,21,4.83,11.75,18.98,26.53,37.91,,,New 2013,Low,Household Budget Survey,Europe,Southern Europe,Dinars,Year,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,43.2631833333333,1207.58996582031,
"Macedonia, former Yugoslav Republic of",MKD,MK,1995,1.953544,Upper middle income,,,27,Transmonee 2004,,,,,,,,,,,,,,,,,,,Average,,Europe,Southern Europe,,,"Earnings, net",Person,Person,No adjustment,All,Employed,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Without adjustment,All,All,Employed+Others,Person,Person,,,
"Macedonia, former Yugoslav Republic of",MKD,MK,1995,1.953544,Upper middle income,57303,,29.5,Transmonee 2011,1.72,3.23,4.59,6.46,8.45,9.98,11.9,13.88,15.83,23.96,4.95,11.05,18.43,25.78,39.79,,,New 2013,Low,Household Budget Survey,Europe,Southern Europe,Dinars,Year,"Monetary income, disposable",Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,"Income, disposable",Household per capita,All,All,All,Household,Person,37.8817583333333,1512.68005371094,
"Macedonia, former Yugoslav Republic of",MKD,MK,1996,1.958303,Upper middle income,,,39.6,"Deininger & Squire, World Bank 2004",,,,,,,,,,,,,,,,,,,Low,Household Budget Survey,Europe,Southern Europe,,,Consumption,Household,Person,Per capita,All,All,All,Non-EU,Non-OECD,1990-1999,Consumption,Household per capita,All,All,All,Household,Person,,,
